oui	companyName
80:D2:1D	AzureWave Tech Inc
98:B3:EF	"Huawei Device Co, Ltd"
A4:78:06	"Cisco Systems, Inc"
00:09:B4	"Kisan Telecom Co, Ltd"
00:50:C2:F8:B	comlet Verteilte Systeme GmbH
8C:14:7D:E	Electrical & Automation Larsen & Toubro Ltd
E8:DE:FB	Mesotic Sas
2C:3A:FD	Avm Audiovisuelles Marketing und Computersysteme GmbH
00:08:D5	"Vanguard Networks Solutions, Llc"
00:0D:68	"Vinci Systems, Inc"
24:6A:AB	IT-IS International
70:B3:D5:00:8	Esyse GmbH Embedded Systems Engineering
44:10:FE	"Huizhou Foryou General Electronics Co, Ltd"
00:02:26	"XESystems, Inc"
FC:F6:47	"Fiberhome Telecommunication Tech Co, Ltd"
D0:33:11	"Apple, Inc"
60:08:37	ivvi Scientific(Nanchang)CoLtd
D8:18:D3	Juniper Networks
2C:48:35:3	Newtrax Tech Inc
70:B3:D5:3C:4	"Hagiwara Solutions Co, Ltd"
80:CC:9C	Netgear
00:D0:03	Comda Enterprises Corp
00:24:6D	Weinzierl Engineering GmbH
B8:03:05	Intel Corp
70:B3:D5:65:4	"Emac, Inc"
60:C0:BF	ON Semiconductor
30:1F:9A:5	"Beijing Surestar Tech Co Ltd,"
8C:B8:2C	IPitomy Communications
A8:15:D6	"Shenzhen Meione Tech Co, Ltd"
00:03:48	"Norscan Instruments, Ltd"
00:50:C2:16:1	J&B Engineering Group S.L.
00:0D:62	Funkwerk Dabendorf GmbH
00:0F:37	Xambala Inc
00:16:63	Kbt Mobile
00:26:2D	Wistron Corp
70:B3:D5:6A:7	Partilink Inc
70:B3:D5:D5:D	Seasons 4 Inc
00:60:41	Yokogawa Digital Computer Corp
24:EC:99	Askey Computer Corp
CC:14:A6	"Yichun MyEnergy Domain, Inc"
00:76:3D	Veea
00:24:2F	Micron
34:BA:75	"Everest Networks, Inc"
00:50:C2:23:3	"EdenTree Tech, Inc"
00:1A:D7	"Christie Digital Systems, Inc"
00:50:C2:81:3	Intelleflex Corp
00:50:C2:BE:D	Touch Revolution Inc
14:35:B3	"Future Designs, Inc"
1C:57:D8	Kraftway Corp Plc
00:1A:AB	eWings s.r.l.
00:1D:AF	Nortel Networks
E8:E5:D6	"Samsung Electronics Co, Ltd"
9C:AD:EF	"Obihai Tech, Inc"
40:D8:55:02:A	Tinkerforge GmbH
48:1A:84	Pointer Telocation Ltd
00:50:28	Aval Communications
00:08:7E	Bon Electro-Telecom Inc
00:16:87	Chubb Csc-Vendor AP
00:18:C4	Raba Tech Llc
08:76:18	ViE Tech Sdn. Bhd.
70:B3:D5:AA:D	Bartec GmbH
E0:C7:9D	Texas Instruments
98:3B:16	"Ampak Tech, Inc"
E8:96:06	"testo Instruments (Shenzhen) Co, Ltd"
C0:11:73	"Samsung Electronics Co, Ltd"
D0:14:11:A	Abb Evi Spa
08:BB:3C	Flextronics Tech(Ind) Pvt Ltd
00:11:49	Proliphix Inc
18:33:9D	"Cisco Systems, Inc"
20:68:9D	Liteon Tech Corp
00:D0:9E	2Wire Inc
00:0D:39	Network Electronics
00:1A:AC	Corelatus AB
A4:C2:AB	"Hangzhou Lead-IT Information & Tech Co, Ltd"
00:50:C2:BE:0	Phaedrus Ltd
10:DC:B6:9	"Fuzhou Rockchip Electronics Co, Ltd"
00:50:4E	Sierra Monitor Corp
00:1A:56	"ViewTel Co,. Ltd"
00:50:C2:9F:1	Ideas s.r.l.
78:18:81	AzureWave Tech Inc
BC:5F:F6	"Mercury Communication Tech Co, Ltd"
00:1A:B4	Ffei Ltd
00:50:C2:A2:F	DragonFly Scientific Llc
70:B3:D5:5E:C	Creative Electronics Ltd
00:69:67:9	"Hangzhou Wise Iot Tech Co, Ltd"
3C:15:12	"Shenzhen Huanhu Tech Co, Ltd"
8C:1F:64:DB:D	Giordano Controls Spa
00:50:C2:96:6	Pcm Industries
00:24:EA	iris-GmbH infrared & intelligent sensors
08:18:1A	zte Corp
DC:BF:90	"Huizhou Qiaoxing Telecommunication Industry Co, Ltd"
70:B3:D5:1D:7	Private
EC:B0:E1	Ciena Corp
00:0F:DF	Solomon Tech Corp
00:50:C2:97:B	Smartquantum SA
40:D8:55:09:6	Comtel Electronics GmbH
80:7B:85:A	"Interplan Co, Ltd"
00:03:5A	Photron Ltd
00:19:6D	"Raybit Systems Korea, Inc"
00:50:C2:82:4	Smt d.o.o.
00:50:C2:D3:1	Ungava Tech Inc
70:B3:D5:0A:D	Vega-Absolute
00:17:73	Laketune Tech Co Ltd
8C:C8:CD	"Samsung Electronics Co, Ltd"
C8:19:F7	"Samsung Electronics Co, Ltd"
5C:F2:86:D	"BrightSky, Llc"
70:B3:D5:4D:9	Coda Octopus Products Ltd
08:00:12	Bell Atlantic Integrated Syst.
D8:8A:3B	Unit-EM
30:B1:64	Power Electronics International Inc
70:B3:D5:BA:9	Alma
00:50:C2:2E:A	QUBIsoft S.r.l.
00:50:C2:B0:8	Goerlitz AG
00:1B:C5:03:A	MindMade Sp. z o.o.
00:1B:C5:0A:1	"Hangzhou Zhiping Tech Co, Ltd"
00:F4:03	Orbis Systems Oy
30:F7:C5	"Apple, Inc"
40:D8:55:10:5	Tieline Research Pty Ltd
70:B3:D5:26:A	Talleres de Escoriaza SA
E8:6C:C7:E	annapurnalabs
00:50:C2:56:D	Computrol Fuel Systems Inc
00:19:5C	Innotech Corp
54:92:BE	"Samsung Electronics Co, Ltd"
C8:29:2A	Barun Electronics
38:8A:B7	Itc Networks
8C:C7:D0	"zhejiang ebang communication Co, Ltd"
00:30:36	Rmp Elektroniksysteme GmbH
00:0A:B4	Etic Telecommunications
C0:EA:E4	Sonicwall
20:37:BC	Kuipers Electronic Engineering BV
1C:87:79:3	Visual Land Inc
60:15:92:E	annapurnalabs
00:50:C2:22:F	Htec Ltd
00:0B:B7	"Micro Systems Co, Ltd"
BC:D5:B6	d2d Tech
00:50:C2:F7:3	Deltacast.TV
C8:D3:FF	Hewlett Packard
50:6F:98	Sehaj Synergy Tech Private Ltd
30:D0:42	Dell Inc
00:50:C2:A8:8	S-Sys
00:50:C2:D0:2	Survalent Tech Corp
70:B3:D5:68:E	Cea Tech Pty Ltd
BC:1C:81	"Sichuan iLink Tech Co, Ltd"
00:09:01	Shenzhen Shixuntong Information & Technoligy Co
00:09:81	Newport Networks
00:0F:BD	Mrv Communications (Networks) Ltd
D0:7E:28	Hewlett Packard
B0:79:94	"Motorola Mobility Llc, a Lenovo Co"
00:10:0A	Williams Communications Group
00:80:D8	Network Peripherals Inc
00:25:B0	Schmartz Inc
A8:16:B2	LG Electronics (Mobile Communications)
00:02:8E	"Rapid 5 Networks, Inc"
00:50:E1	NS Tech Electronics Sdn Bhd
4C:BC:48	"Cisco Systems, Inc"
F8:B4:6A	Hewlett Packard
70:B3:D5:66:F	Simplified Mfg
00:02:05	"Hitachi Denshi, Ltd"
CC:D3:1E:7	"Shenzhen Decnta Tech Co, Ltd"
70:B3:D5:F9:1	Solid State Disks Ltd
A8:30:1C	"Qingdao Intelligent&Precise Electronics Co, Ltd"
14:E6:E4	"TP-Link Tech Co, Ltd"
2C:AB:EB	"Cisco Systems, Inc"
8C:FD:DE	Sagemcom Broadband Sas
00:A0:0A	Airspan
00:18:FE	Hewlett Packard
0C:A4:02	Alcatel-Lucent Ipd
70:B3:D5:1A:5	Metronic Aparatura Kontrolno - Pomiarowa
18:9B:A5:1	"ChengDu Vantron Tech, Ltd"
E4:FC:82	Juniper Networks
A0:1D:48	Hewlett Packard
48:3F:E9	"Huawei Tech Co, Ltd"
00:00:8D	Cryptek Inc
00:03:5E	"Metropolitan Area Networks, Inc"
00:80:8C	"NetScout Systems, Inc"
00:0A:34	Identicard Systems Inc
00:0D:21	Wiscore Inc
00:23:63	"Zhuhai Raysharp Tech Co, Ltd"
5C:56:A4	Wanan Hongsheng Electronic CoLtd
00:14:43	Consultronics Europe Ltd
00:1C:22	Aeris Elettronica s.r.l.
40:56:0C	In Home Displays Ltd
2C:5B:B8	"Guangdong Oppo Mobile Telecommunications Corp, Ltd"
AC:7A:56	"Cisco Systems, Inc"
44:6F:D8:2	Baykon Endüstriyel Kontrol Sistemleri San. ve Tic. A.Ş.
00:50:C2:6B:6	CommoDaS GmbH
00:21:6E	"Function Ati (Huizhou) Telecommunications Co, Ltd"
00:22:6B	"Cisco-Linksys, Llc"
00:50:C2:EA:5	Aerodata AG
60:19:71	"Arris Group, Inc"
D8:A3:15	"vivo Mobile Communication Co, Ltd"
00:0A:B5	Digital Electronic Network
00:1F:AF	"NextIO, Inc"
40:D8:55:10:F	Cavalry Storage Inc
30:9B:AD	"Bbk Educational Electronics Corp, Ltd"
04:44:A1	"Telecon Galicia, S.A."
90:D8:F3	zte Corp
00:20:A0	"OA Laboratory Co, Ltd"
E4:12:89	topsystem Systemhaus GmbH
7C:8D:91	"Shanghai Hongzhuo Information Tech Co, Ltd"
70:B3:D5:15:4	"Walk Horizon Tech (Beijing) Co, Ltd"
00:01:37	IT Farm Corp
00:0A:92	Presonus Corp
F4:4E:E3	Intel Corp
00:1C:DC	"Custom Computer Services, Inc"
30:F7:D7	"Thread Tech Co, Ltd"
00:1B:C5:09:9	Uab Kitron
0C:70:4A	"Huawei Tech Co, Ltd"
B4:C0:F5	Shenzhen Tinno Mobile Tech Corp
70:B3:D5:B9:D	Conclusive Engineering
00:07:55	Lafon
00:50:C2:8B:C	Honeywell Sensotec
D0:CF:5E	Energy Micro AS
A0:19:B2:9	Lon Microsystems Inc
84:A0:6E	Sagemcom Broadband Sas
00:01:57	"Syswave Co, Ltd"
08:00:6F	Philips Apeldoorn B.V.
00:08:6C	Plasmon Lms
00:1C:FB	"Arris Group, Inc"
F8:02:78	Ieee Registration Authority
30:99:35	zte Corp
00:40:A0	"Goldstar Co, Ltd"
00:50:C2:3B:F	Audio Processing Tech Ltd
00:1F:CA	"Cisco Systems, Inc"
48:13:7E	"Samsung Electronics Co, Ltd"
2C:48:35:9	SureFlap Ltd
28:2C:02:9	"Systec Intelligent Building Tech (Tianjin) Co, Ltd"
30:09:F9:4	Punkt Tronics AG
00:02:E3	"Lite-ON Communications, Inc"
00:50:DF	"AirFiber, Inc"
2C:B4:3A	"Apple, Inc"
28:C7:CE	"Cisco Systems, Inc"
AC:DC:E5	Procter & Gamble Co
70:B3:D5:C0:6	XotonicsMED GmbH
2C:A9:F0	"Guangdong Oppo Mobile Telecommunications Corp, Ltd"
A0:41:47	"Huawei Device Co, Ltd"
4C:D3:AF	Hmd Global Oy
D0:49:7C	"OnePlus Tech (Shenzhen) Co, Ltd"
00:15:75	Nevis Networks Inc
2C:C5:48	IAdea Corp
70:B3:D5:9F:3	Ieee Registration Authority
18:AA:0F	"Huawei Device Co, Ltd"
C8:E6:00	"Huawei Tech Co, Ltd"
B0:B3:53:D	IPvideo Corp
00:13:09	Ocean Broadband Networks
00:13:2A	Sitronics Telecom Solutions
00:14:B2	mCubelogics Corp
00:1F:D7	Telerad SA
70:B3:D5:1E:4	Tecnologix s.r.l.
1C:DA:27	"vivo Mobile Communication Co, Ltd"
00:0E:96	"Cubic Defense Applications, Inc"
00:18:81	"Buyang Electronics Industrial Co, Ltd"
40:D8:55:1C:5	Private
2C:1C:F6	Alien Green Llc
90:A7:83	Jsw Pacific Corp
3C:39:E7:2	HomeWizard B.V.
00:04:5E	PolyTrax Information Tech AG
00:50:C2:4B:9	Rose Tech
00:1D:39	"Moohadigital Co, Ltd"
00:50:C2:A3:4	Casabyte Inc
00:50:C2:BA:6	Jomitek
00:50:C2:C8:4	Domis
38:FD:FE:D	Fuba Automotive Electronics GmbH
00:50:C2:C1:5	Ino - Institut National d'Optique
14:87:6A	"Apple, Inc"
88:03:E9	"Guangdong Oppo Mobile Telecommunications Corp, Ltd"
00:80:AE	Hughes Network Systems
BC:25:E0	"Huawei Tech Co, Ltd"
C8:66:5D	"Extreme Networks, Inc"
C8:F5:D6:B	United Barcode Systems
C8:02:58	Itw Gse ApS
40:64:A4	"The Furukawa Electric Co, Ltd"
64:CB:9F	Tecno Mobile Ltd
9C:69:B4:1	EA Tech Ltd
70:B3:D5:6D:B	Techimp - Altanova group Srl
B8:2A:A9	"Apple, Inc"
70:B3:D5:B4:F	AvMap srlu
9C:28:B3	"Apple, Inc"
00:03:A6	"Traxit Tech, Inc"
00:1A:38	Sanmina-Sci
00:50:C2:C5:1	"InForce Computing, Inc"
50:1A:C5	Microsoft
CC:1B:E0:C	"Guangzhou Southelectric Power Science Tech Development Co, Ltd"
2C:27:9E:E	Amaryllo International Inc
70:B3:D5:E3:C	Densitron Tech Ltd
00:50:C2:7E:B	Sesol Industrial Computer
98:6D:C8	Toshiba Mitsubishi-Electric Industrial Systems Corp
E4:77:23	zte Corp
74:F8:DB:9	Avantree Corp
70:B3:D5:FE:B	Les distributions Multi-Secure incorporee
1C:FD:08:A	"Banmak Technogies Co, Ltd"
00:08:FA	Keb Automation KG
00:0D:F2	Private
7C:97:63	Openmatics s.r.o.
00:58:3F	PC Aquarius
70:B3:D5:39:0	Tex Computer Srl
70:B3:D5:66:E	Siame
00:20:98	Hectronic AB
00:00:C5	"Arris Group, Inc"
6C:8C:DB	Otus Tech Ltd
B4:E0:CD	"Fusion-io, Inc"
70:B3:D5:86:C	eeas GmbH
40:56:62	GuoTengShengHua Electronics Ltd
00:0E:C0	Nortel Networks
40:83:DE	Zebra Tech Inc
18:9B:A5:2	Airprotec
28:D1:B7	"Shenzhen Youhua Tech Co, Ltd"
A0:D1:2A	Axpro Tech Inc
00:90:0F	"Kawasaki Heavy Industries, Ltd"
00:07:C7	Synectics Systems Ltd
DC:3E:51	Solberg & Andersen AS
20:5A:00	Coval
AC:A2:13	Shenzhen Bilian Electronic Co，Ltd
70:B3:D5:2E:1	hiSky S.C.S Ltd
2C:1A:05	"Cisco Systems, Inc"
00:60:11	Crystal Semiconductor Corp
00:0B:30	"Beijing Gongye Science & Tech Co, Ltd"
6C:4B:7F	Vossloh-Schwabe Deutschland GmbH
70:B3:D5:73:0	Videogenix
F0:C7:7F	Texas Instruments
E8:09:59	"Guoguang Electric Co, Ltd"
84:89:EC	Ieee Registration Authority
80:20:DA	Sagemcom Broadband Sas
00:20:09	"Packard Bell Elec., Inc"
00:04:C7	NetMount
00:19:D1	Intel Corp
B4:F0:AB	"Apple, Inc"
74:F8:DB:3	InnoTrans Communications
70:B3:D5:E9:E	Msb Elektronik und Gerätebau GmbH
D8:5E:D3	"Giga-Byte Tech Co, Ltd"
10:6F:D9	Cloud Network Tech Singapore Pte. Ltd
00:50:C2:1C:6	Remco Italia Spa
00:25:CD	Skylane Optics
70:B3:D5:66:6	Aplex Tech Inc
94:FB:A7:A	Elkron
58:95:D8:E	Gmv sistemas Sau
18:9B:A5:E	"Taiwan Name Plate Co, Ltd"
00:0A:13	Honeywell Video Systems
00:13:AF	"Numa Tech, Inc"
C8:48:F5	"Medison Xray Co, Ltd"
F4:5F:69	Matsufu Electronics distribution Co
70:B3:D5:81:4	Ingenieurbuero Somtronik
1C:21:D1:3	"Microview Science and Tech Co, Ltd"
70:B3:D5:0C:0	"Molu Tech Inc, Ltd"
38:FA:CA	"Skyworth Digital Tech(Shenzhen) Co, Ltd"
70:B3:D5:E1:6	"China Entropy Co, Ltd"
B0:AC:D2	zte Corp
00:60:67	Acer Netxus Inc
00:1E:EE	Etl Systems Ltd
F0:1D:BC	Microsoft Corp
78:D8:00:2	"Shanghai Espacetime Tech Co, Ltd"
90:4E:91:D	Skoda Electric a.s.
00:50:C2:7C:3	Ast Inc
00:50:C2:9E:8	Hammock Corp
EC:E5:55	Hirschmann Automation
A4:B3:6A	Jsc Sdo Chromatec
58:9C:FC	FreeBSD Foundation
70:B3:D5:88:A	"Perceptics, Llc"
00:0A:1C	"Bridge Information Co, Ltd"
40:D8:55:0A:2	Xemex NV
70:B3:D5:2F:2	"Health Care Originals, Inc"
C4:E1:A1	"Guangdong Oppo Mobile Telecommunications Corp, Ltd"
00:18:13	Sony Corp
00:19:96	TurboChef Tech Inc
00:23:94	Samjeon
0C:D2:92	Intel Corp
70:B3:D5:11:9	Private
40:DE:17	"Shenzhen Lanfeng Times Industrial Co, Ltd"
00:0C:77	Life Racing Ltd
00:50:C2:26:1	Tattile Srl
00:50:C2:99:5	Inter Control Hermann Köhler Elektrik GmbH&CoKG
10:F1:63	"Tnk Co, Ltd"
00:60:DA	"Red Lion Controls, LP"
00:90:39	Shasta Networks
00:50:C2:13:C	Nbg Industrial Automation B.V.
7C:5C:F8	Intel Corp
EC:9F:0D:6	"Shenzhen Compare Electronics Co, Ltd"
00:50:C2:6C:B	Stream Processors
50:DE:19:E	Private
00:20:54	Sycamore Networks
00:10:C4	"Media Global Links Co, Ltd"
00:30:79	"Cqos, Inc"
00:09:7E	"Imi Tech Co, Ltd"
00:50:C2:A1:3	"Talyst, Inc"
94:46:96	BaudTec Corp
00:04:03	Nexsi Corp
00:50:C2:32:C	"Integrated Silicon Solution (Taiwan), Inc"
B0:7D:62	Dipl.-Ing. H. Horstmann GmbH
00:50:C2:A5:7	"Juice Tech, Llc"
70:B3:D5:F9:6	Ecologicsense
98:1F:B1	"Shenzhen Lemon Network Tech Co, Ltd"
70:B3:D5:5D:5	CT Co
8C:34:01	"Guangdong Oppo Mobile Telecommunications Corp, Ltd"
C4:7D:FE	A.N. Solutions GmbH
30:52:CB	Liteon Tech Corp
00:B0:09	"Grass Valley, A Belden Brand"
02:BB:01	Octothorpe Corp
00:13:C7	"Ionos Co, Ltd"
00:1A:06	"OpVista, Inc"
00:1B:1D	"Phoenix International Co, Ltd"
00:50:C2:89:D	Systemtechnik GmbH
70:B3:D5:D1:9	Senior Group Llc
00:00:94	Asante Tech
00:15:FD	Complete Media Systems
00:22:12	"Cai Networks, Inc"
00:50:C2:D7:0	C. Rob. Hammerstein GmbH & Co KG
40:D8:55:00:2	Hangzhou Chenxiao Tech Co Ltd
70:B3:D5:B9:C	Edco Tech 1993 Ltd
00:50:C2:15:D	Cepheid
00:11:7B	Büchi Labortechnik AG
00:00:99	"Mtx, Inc"
00:00:36	Atari Corp
00:90:AA	Indigo Active Vision Systems Ltd
00:D0:4A	Presence Tech GmbH
00:07:50	"Cisco Systems, Inc"
00:50:C2:0D:3	"Lake Tech, Ltd"
00:24:B9	Wuhan Higheasy Electronic Tech Development CoLtd
84:DF:19	Chuango Security Tech Corp
6C:D7:1F	"Guangdong Oppo Mobile Telecommunications Corp, Ltd"
D4:BB:E6	"Huawei Device Co, Ltd"
00:14:78	"TP-Link Tech Co, Ltd"
54:D4:6F	Cisco Spvtg
70:B3:D5:EC:6	Esii
6C:45:98	Antex Electronic Corp
70:CF:49	Intel Corp
88:C9:B3:5	"Brabender Technologie GmbH & Co, KG"
00:50:81	"Murata Machinery, Ltd"
00:25:42	Pittasoft
00:50:C2:AA:C	VisiCon GmbH
70:B3:D5:33:5	Jonsa Australia Pty Ltd
8C:1F:64:43:8	Integer.pl S.A.
00:15:76	LABiTec - Labor Biomedical Tech GmbH
40:D8:55:0A:A	"Thermal Imaging Radar, Llc"
74:22:BB	"Huawei Device Co, Ltd"
70:B3:D5:6B:C	EA Elektroautomatik GmbH & Co KG
00:D0:94	Seeion Control Llc
A8:6A:6F	Rim
30:16:8D	ProLon
B8:60:91	Onnet Tech and Innovations Llc
B8:FC:9A	Le Shi Zhi Xin Electronic Tech (Tianjin) Ltd
C8:75:5B	Quantify Tech Pty. Ltd
FC:A4:7A:2	"Ant Financial（Hang Zhou）Network Tech Co, Ltd"
70:B3:D5:81:F	Car-connect GmbH
00:0A:6D	Eks Elektronikservice GmbH
00:0F:83	Brainium Tech Inc
D0:8B:7E	Passif Semiconductor
1C:87:79:8	"Zhejiang Itenal Tech Co, Ltd"
70:B3:D5:BA:C	"AdInte, Inc"
B4:54:59	"China Mobile (Hangzhou) Information Tech Co, Ltd"
00:50:C2:6F:D	Saia Burgess Controls AG
00:50:C2:91:B	"Embedded Data Systems, Llc"
B4:74:9F	Askey Computer Corp
78:A1:06	"TP-Link Tech Co, Ltd"
84:98:66	"Samsung Electronics Co, Ltd"
70:B3:D5:51:3	MB connect line GmbH Fernwartungssysteme
00:16:64	Prod-El SpA
00:27:09	"Nintendo Co, Ltd"
90:1B:0E	Fujitsu Tech Solutions GmbH
08:6A:0A	Askey Computer Corp
04:71:4B:6	Armstrong Fluid Tech
30:AF:CE	"vivo Mobile Communication Co, Ltd"
00:40:00	Pci Componentes DA Amzonia Ltd
00:18:FC	Altec Electronic AG
00:1D:51	"Babcock & Wilcox Power Generation Group, Inc"
A0:3D:6F	"Cisco Systems, Inc"
44:3B:32	intelbras
00:00:1C	Bell Tech
00:00:2D	Chromatics Inc
00:15:E1	Picochip Ltd
00:1C:7A	Perfectone Netware Co Ltd
8C:7C:FF	Brocade Communications Systems Llc
E8:DA:00	"Kivo Tech, Inc"
00:22:A4	2Wire Inc
0C:EF:7C	AnaCom Inc
1C:08:C1	LG innotek
9C:D9:17	"Motorola Mobility Llc, a Lenovo Co"
00:55:DA:1	KoolPOS Inc
00:17:45	"Innotz Co, Ltd"
40:52:0D	Pico Tech
00:50:C2:C1:4	Spectronix Corp
60:C3:97	2Wire Inc
70:B3:D5:18:5	R&D Gran-System-S Llc
40:48:FD:6	Swarco Tech ApS
20:0A:0D:3	Clearly IP Inc
6C:DE:A9	Cisco Meraki
00:01:34	Selectron Systems AG
00:0D:02	"Nec Platforms, Ltd"
00:18:6A	"Global Link Digital Tech Co,.Ltd"
00:21:67	Hwa Jin T&I Corp
68:69:F2	ComAp s.r.o
08:EE:8B	"Samsung Electronics Co, Ltd"
C8:16:DA	Realme Chongqing MobileTelecommunications Corp Ltd
90:C6:82:8	Teletek Electronics
8C:59:3C:C	Dantherm Cooling Inc
00:80:D9	Emk Elektronik GmbH & Co KG
00:50:C2:0D:8	Charlotte's Web Networks
00:0C:B7	"Nanjing Huazhuo Electronics Co, Ltd"
00:13:FA	"LifeSize Communications, Inc"
00:50:C2:A9:5	Innovaciones Microelectrónicas SL (AnaFocus)
00:50:C2:D5:B	Infinition Inc
00:A0:A7	Vorax Corp
00:0E:6D	"Murata Manufacturing Co, Ltd"
1C:5F:2B	D-Link International
70:B3:D5:24:D	Info Creative (HK) Ltd
D4:25:CC:9	Takumi Japan Ltd
38:F7:CD:D	Macherey-Nagel GmbH & Co KG
70:B3:D5:35:3	Digital Outfit
88:DF:9E	"New H3c Tech Co, Ltd"
00:20:42	Datametrics Corp
00:E0:8B	QLogic Corp
00:16:65	Cellon France
50:A6:E3	David Clark Co
B8:79:7E	Secure Meters (UK) Ltd
40:D8:55:01:C	Berg Cloud Ltd
00:11:CC	"Guangzhou Jinpeng Group Co, Ltd"
00:1B:68	"Modnnet Co, Ltd"
00:26:98	"Cisco Systems, Inc"
38:2C:4A	ASUSTek Computer Inc
70:B3:D5:37:2	Matelex
00:60:5E	Liberty Tech Networking
00:50:C2:3B:2	Tennessee Valley Authority
3C:5F:01	"Synerchip Co, Ltd"
70:B3:D5:FC:A	M2m Cybernetics Pvt Ltd
00:50:C2:91:6	Chk GridSense P/L
98:1D:FA	"Samsung Electronics Co, Ltd"
70:B3:D5:67:0	Particle sizing systems
FC:DE:90	"Samsung Electronics Co, Ltd"
00:90:99	Allied Telesis K.K.
00:50:C2:8F:7	"Tge Co, Ltd"
4C:63:EB	Application Solutions (Electronics and Vision) Ltd
08:60:6E	ASUSTek Computer Inc
70:B3:D5:B8:F	Assembly Contracts Ltd
70:B3:D5:34:C	Glt Exports Ltd
38:E6:0A	Xiaomi Communications Co Ltd
00:0D:04	Foxboro Eckardt Development GmbH
00:1E:FF	Mueller-Elektronik GmbH & Co KG
00:26:08	"Apple, Inc"
94:54:93	"Rigado, Llc"
9C:68:5B	Octonion SA
E8:65:49	"Cisco Systems, Inc"
DC:90:20	Ruru Tek Private Ltd
00:04:1C	"ipDialog, Inc"
00:04:EB	"Paxonet Communications, Inc"
00:06:AD	KB Electronics Ltd
00:0D:19	Robe Show lighting
00:50:C2:E4:7	Enika.CZ
88:4A:EA	Texas Instruments
00:0B:16	Communication Machinery Corp
00:25:39	IfTA GmbH
A0:F4:19	Nokia Corp
38:56:B5	Peerbridge Health Inc
8C:1F:64:0E:0	Autopharma
00:50:C2:6A:2	Cadi Scientific Pte Ltd
90:9D:E0	Newland Design + Assoc. Inc
E8:15:0E	Nokia Corp
DC:4A:3E	Hewlett Packard
B4:2A:0E	Technicolor CH Usa Inc
7C:3E:74	"Huawei Device Co, Ltd"
00:A0:58	"Glory, Ltd"
00:1A:4C	"Crossbow Tech, Inc"
00:1B:81	"Dataq Instruments, Inc"
70:B3:D5:ED:1	Przemyslowy Instytut Automatyki i Pomiarow
40:D8:55:1D:6	Ems Computers Pty Ltd
50:B3:63	Digitron da Amazonia S/A
00:0F:09	Private
00:0F:9F	"Arris Group, Inc"
00:1C:51	Celeno Communications
00:50:C2:88:6	Wartsila Voyage Ltd
6C:E9:83	"Gastron Co, Ltd"
00:E8:AB	"Meggitt Training Systems, Inc"
70:C9:4E	Liteon Tech Corp
98:F6:21	Xiaomi Communications Co Ltd
00:23:12	"Apple, Inc"
48:EB:30	"Eterna Tech, Inc"
00:50:C2:E7:4	Will Corp
F8:66:01	"Suzhou Chi-tek information Tech Co, Ltd"
70:B3:D5:7C:E	Aplex Tech Inc
70:B3:D5:66:4	"Sankyo Intec Co, Ltd"
00:24:F8	Technical Solutions Co Ltd
9C:F6:1A	Carrier Fire & Security
64:B6:4A	"ViVOtech, Inc"
78:25:44	Omnima Ltd
10:0F:18	"Fu Gang Electronic(KunShan)Co, Ltd"
70:B3:D5:53:8	sydetion UG (h.b.)
00:23:16	Kisan Electronics Co
EC:AA:A0	Pegatron Corp
DC:33:3D	"Huawei Device Co, Ltd"
00:80:02	Satelcom (UK) Ltd
00:05:B6	Insys Microelectronics GmbH
00:50:C2:A7:8	Apantac Llc
70:B3:D5:FD:E	Aeronautical & General Instruments Ltd
14:14:59	Vodafone Italia S.p.A.
00:60:0C	Eurotech Inc
00:1D:2C	Wavetrend Tech (Pty) Ltd
00:50:C2:AF:5	Kramara s.r.o.
1C:21:D1:6	"Wuhan TieChi Detection Tech Co, Ltd"
E0:02:A5	Abb Robotics
64:31:39:A	"Product Development Associates, Inc"
00:0C:74	Rivertec Corp
2C:69:BA	"RF Controls, Llc"
54:4A:16	Texas Instruments
24:CA:CB	"Fiberhome Telecommunication Tech Co, Ltd"
18:A7:F1	"Qingdao Haier Tech Co, Ltd"
CC:D3:9D:9	Bejing Nexsec Inc
F8:A3:4F	zte Corp
CC:F9:57	u-blox AG
00:1E:D1	Keyprocessor B.V.
5C:18:B5	Talon Communications
2C:00:2C	Unowhy
B8:75:C0	"PayPal, Inc"
D4:52:2A	TangoWiFi.com
F4:F5:D8	"Google, Inc"
3C:BD:3E	"Beijing Xiaomi Electronics Co, Ltd"
00:00:D4	Pure Data Ltd
00:07:9D	"Musashi Co, Ltd"
00:1A:03	"Angel Electronics Co, Ltd"
00:1E:3D	"Alpsalpine Co,.Ltd"
70:B3:D5:0B:D	Andium
70:B3:D5:14:2	Dave Srl
40:D8:55:06:6	TeraTron GmbH
70:B3:D5:34:2	Solectrix
70:B3:D5:12:2	Henri Systems Holland bv
5C:F2:86:8	"Shenzhen Hivt Tech Co, Ltd"
00:90:46	"Dexdyne, Ltd"
00:0F:C7	Dionica R&D Ltd
B4:62:38	Exablox
08:0F:FA	Ksp Inc
64:88:FF	Sichuan Changhong Electric Ltd
70:B3:D5:D1:2	Fideltronik Poland SP. Z O.O.
D4:12:BB	Quadrant Components Inc Ltd
00:50:C2:5A:9	Ayc Telecom Ltd
40:61:8E	Stella-Green Co
20:13:E0	"Samsung Electronics Co, Ltd"
